checkpoint,games,nixon_wins,editor_wins,nixon_win_rate,editor_win_rate,evidence_connections,momentum,momentum_supply,failures_deadlocks,simulations_per_decision
54,1000,607,393,0.607,0.393,393,495,112,0,25
